playerID,yearID,teamID,lgID,W,L,ERA,G,GS,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BFP,FIP,WHIP
rusinch01,2017,COL,NL,5,1,2.65,60,0,0,0,2,85,75,31,25,9,19,1,71,3,0,4,340,3.64,1.106
bowmama01,2017,STL,NL,3,6,3.99,75,0,0,0,2,58.2,52,29,26,4,18,2,46,5,0,1,247,3.65,1.193
drakeol01,2017,MIL,NL,3,5,4.44,61,0,0,0,1,52.2,57,28,26,6,22,2,59,0,1,2,233,3.65,1.5
farquda01,2017,CHW,AL,2,0,4.4,15,0,0,0,0,14.1,11,7,7,1,6,0,12,0,0,0,61,3.65,1.186
gallegi01,2017,NYY,AL,0,1,4.87,16,0,0,0,0,20.1,21,12,11,3,5,1,22,0,1,1,88,3.65,1.279
barraky01,2017,MIA,NL,6,2,3,66,0,0,0,1,66,53,25,22,5,38,3,76,2,1,6,286,3.66,1.379
housetj01,2017,TOR,AL,0,0,4.5,2,0,0,0,0,2,3,1,1,0,1,0,1,0,0,0,10,3.66,2
loupaa01,2017,TOR,AL,2,3,3.75,70,0,0,0,0,57.2,59,27,24,4,29,5,64,6,0,3,265,3.66,1.526
schepta01,2017,TEX,AL,0,1,6.75,5,0,0,0,0,4,5,3,3,0,3,0,5,1,0,0,21,3.66,2
brothre01,2017,ATL,NL,4,3,7.23,27,0,0,0,0,23.2,23,19,19,3,12,3,33,1,0,2,105,3.67,1.479
fulmemi01,2017,DET,AL,10,12,3.83,25,25,1,0,0,164.2,150,80,70,13,40,2,114,8,1,3,676,3.67,1.154
abadfe01,2017,BOS,AL,2,1,3.3,48,0,0,0,1,43.2,40,18,16,4,14,1,37,1,1,0,182,3.68,1.237
stripro01,2017,LAD,NL,3,5,3.75,49,2,0,0,2,74.1,69,31,31,10,19,4,74,0,0,2,304,3.68,1.184
kintzbr01,2017,MIN,AL,2,2,2.78,45,0,0,0,28,45.1,41,15,14,3,11,1,27,2,0,1,182,3.69,1.147
odayda01,2017,BAL,AL,2,3,3.43,64,0,0,0,2,60.1,41,24,23,8,24,2,76,3,1,0,240,3.7,1.077
tuivasa01,2017,STL,NL,3,3,2.55,37,0,0,0,0,42.1,35,12,12,4,11,3,34,2,0,2,171,3.7,1.087
woodbl01,2017,CIN,NL,1,4,5.65,55,0,0,0,0,57.1,64,40,36,5,29,1,62,1,2,6,259,3.7,1.622
nerishe01,2017,PHI,NL,4,5,3.01,74,0,0,0,26,74.2,68,26,25,9,26,3,86,6,1,2,320,3.71,1.259
phelpda01,2017,MIA,NL,2,4,3.45,44,0,0,0,0,47,42,20,18,5,21,3,51,0,0,0,197,3.71,1.34
duffety01,2017,MIN,AL,2,3,4.94,56,0,0,0,1,71,79,41,39,9,18,5,67,1,0,4,310,3.72,1.366
givenmy01,2017,BAL,AL,8,1,2.75,69,0,0,0,0,78.2,57,24,24,10,25,1,88,5,0,2,315,3.72,1.042
hillri01,2017,LAD,NL,12,8,3.32,25,25,1,0,0,135.2,99,51,50,18,49,1,166,9,1,2,552,3.72,1.091
hollagr01,2017,COL,NL,3,6,3.61,61,0,0,0,41,57.1,40,24,23,7,26,1,70,1,0,7,235,3.72,1.151
rayro02,2017,ARI,NL,15,5,2.89,28,28,1,1,0,162,116,57,52,23,71,3,218,5,0,8,665,3.72,1.154
vizcaar01,2017,ATL,NL,5,3,2.83,62,0,0,0,14,57.1,42,19,18,7,21,1,64,2,0,6,235,3.72,1.099
wilsoju10,2017,CHC,NL,1,0,5.09,23,0,0,0,0,17.2,18,11,10,0,19,1,25,1,0,1,91,3.72,2.094
chenwe02,2017,MIA,NL,2,1,3.82,9,5,0,0,0,33,25,14,14,3,9,0,25,1,0,1,132,3.73,1.03
zieglbr01,2017,MIA,NL,1,4,4.79,53,0,0,0,10,47,57,29,25,1,16,6,26,6,0,1,211,3.73,1.553
castilu02,2017,CIN,NL,3,7,3.12,15,15,0,0,0,89.1,64,32,31,11,32,1,98,3,1,2,359,3.74,1.075
sewalpa01,2017,NYM,NL,0,6,4.55,57,0,0,0,0,65.1,58,36,33,8,21,2,69,3,1,3,275,3.74,1.209
suterbr01,2017,MIL,NL,3,2,3.42,22,14,0,0,0,81.2,83,33,31,8,22,2,64,2,0,1,341,3.75,1.286
teperry01,2017,TOR,AL,7,1,3.59,73,0,0,0,2,77.2,57,35,31,7,31,4,81,8,0,5,319,3.75,1.133
happja01,2017,TOR,AL,10,11,3.53,25,25,0,0,0,145.1,145,64,57,18,46,1,142,0,0,4,626,3.76,1.314
mcallza01,2017,CLE,AL,2,2,2.61,50,0,0,0,0,62,53,18,18,8,21,0,66,1,0,3,249,3.77,1.194
treinbl01,2017,WSN,NL,0,2,5.73,37,0,0,0,3,37.2,48,24,24,3,13,1,32,3,0,1,169,3.77,1.619
felizmi01,2017,HOU,AL,4,2,5.63,46,0,0,0,0,48,53,31,30,8,22,1,70,0,0,7,218,3.78,1.563
geedi01,2017,MIN,AL,3,2,3.22,14,3,0,0,1,36.1,37,14,13,4,9,0,31,2,0,0,151,3.79,1.266
keuchda01,2017,HOU,AL,14,5,2.9,23,23,1,0,0,145.2,116,50,47,15,47,0,125,2,0,1,584,3.79,1.119
mcgraky01,2017,SDP,NL,0,0,2.84,17,0,0,0,0,19,14,6,6,2,6,1,16,0,0,1,75,3.79,1.053
suareal01,2017,SFG,NL,0,3,5.12,18,0,0,0,1,31.2,28,18,18,4,11,2,34,1,0,1,135,3.79,1.232
ueharko01,2017,CHC,NL,3,4,3.98,49,0,0,0,2,43,38,21,19,7,12,3,50,0,0,0,178,3.79,1.163
benoijo01,2017,PHI,NL,1,4,4.07,44,0,0,0,2,42,32,19,19,5,16,1,43,0,0,0,171,3.8,1.143
marinjh01,2017,TEX,AL,0,0,2.35,4,0,0,0,0,7.2,7,2,2,0,3,0,5,2,0,0,33,3.81,1.304
anderbr04,2017,TOR,AL,2,2,5.13,7,7,0,0,0,33.1,39,19,19,3,9,0,22,0,0,1,140,3.82,1.44
mchugco01,2017,HOU,AL,5,2,3.55,12,12,0,0,0,63.1,62,27,25,7,20,0,62,5,0,4,271,3.82,1.295
perezol01,2017,WSN,NL,0,0,4.64,50,0,0,0,1,33,32,17,17,4,12,2,39,4,1,1,143,3.82,1.333
rossro01,2017,BOS,AL,0,0,7,8,0,0,0,0,9,12,7,7,0,5,1,9,3,0,2,45,3.82,1.889
berrijo01,2017,MIN,AL,14,8,3.89,26,25,0,0,0,145.2,131,71,63,15,48,0,139,13,1,7,616,3.84,1.229
estevca01,2017,COL,NL,5,0,5.57,35,0,0,0,0,32.1,39,21,20,3,14,2,31,1,1,1,149,3.84,1.639
greensh02,2017,DET,AL,4,3,2.66,71,0,0,0,9,67.2,50,21,20,6,34,4,73,4,0,1,283,3.84,1.241
pomerdr01,2017,BOS,AL,17,6,3.32,32,32,0,0,0,173.2,166,69,64,19,69,0,174,4,0,6,740,3.84,1.353
clevimi01,2017,CLE,AL,12,6,3.11,27,21,0,0,0,121.2,92,46,42,13,60,2,137,3,0,3,502,3.85,1.249
romeren01,2017,WSN,NL,2,4,3.56,53,0,0,0,2,55.2,55,26,22,7,23,2,65,3,2,2,245,3.86,1.401
watsoto01,2017,LAD,NL,2,1,2.7,24,0,0,0,0,20,15,6,6,2,6,3,18,2,0,0,82,3.86,1.05
bradfch02,2017,NYM,NL,2,0,3.74,28,0,0,0,0,33.2,30,17,14,3,13,1,27,0,0,1,143,3.87,1.277
barneja01,2017,MIL,NL,3,4,4,73,0,0,0,2,72,57,35,32,8,33,4,80,3,0,6,304,3.88,1.25
bauertr01,2017,CLE,AL,17,9,4.19,32,31,0,0,0,176.1,181,84,82,25,60,0,196,5,1,3,749,3.88,1.367
hendrky01,2017,CHC,NL,7,5,3.03,24,24,0,0,0,139.2,126,49,47,17,40,1,123,2,0,0,570,3.88,1.189
gearrco01,2017,SFG,NL,4,3,1.99,68,0,0,0,0,68,50,16,15,4,35,4,64,7,0,3,285,3.89,1.25
crickky01,2017,SFG,NL,0,0,3.06,30,0,0,0,0,32.1,22,13,11,2,17,1,28,1,0,6,134,3.9,1.206
norribu01,2017,LAA,AL,2,6,4.21,60,3,0,0,19,62,56,29,29,8,27,3,74,3,0,6,267,3.9,1.339
stromma01,2017,TOR,AL,13,9,3.09,33,33,2,0,0,201,201,82,69,21,62,1,164,6,1,3,834,3.9,1.308
martica04,2017,STL,NL,12,11,3.64,32,32,2,2,0,205,179,93,83,27,71,3,217,8,0,9,858,3.91,1.22
ramosaj01,2017,MIA,NL,2,4,3.63,40,0,0,0,20,39.2,30,17,16,4,22,1,47,2,0,4,171,3.91,1.311
alvarjo02,2017,LAA,AL,0,3,3.88,64,0,0,0,1,48.2,50,23,21,7,12,5,45,0,0,1,203,3.92,1.274
hembrhe01,2017,BOS,AL,2,3,3.63,62,0,0,0,0,62,72,29,25,10,18,0,70,1,0,2,271,3.92,1.452
morribr01,2017,SFG,NL,2,0,6.43,20,0,0,0,0,21,24,16,15,1,11,2,15,0,0,1,94,3.92,1.667
gonzagi01,2017,WSN,NL,15,9,2.96,32,32,0,0,0,201,158,69,66,21,79,5,188,7,0,7,827,3.93,1.179
hugheja02,2017,MIL,NL,5,3,3.02,67,0,0,0,1,59.2,49,21,20,4,24,5,48,6,0,6,244,3.93,1.223
kintzbr01,2017,WSN,NL,2,1,3.46,27,0,0,0,1,26,25,10,10,2,5,1,12,1,0,0,106,3.93,1.154
sherrry01,2017,STL,NL,2,1,3.14,13,0,0,0,0,14.1,13,5,5,2,4,0,15,1,0,0,60,3.93,1.186
bumgama01,2017,SFG,NL,4,9,3.32,17,17,1,0,0,111,101,41,41,17,20,3,101,3,0,0,450,3.95,1.09
lugose01,2017,NYM,NL,7,5,4.71,19,18,0,0,0,101.1,114,57,53,13,25,1,85,2,1,2,436,3.95,1.372
gracema02,2017,WSN,NL,1,0,4.32,40,1,0,0,2,50,50,25,24,3,18,4,31,3,0,2,215,3.96,1.36
rodried05,2017,BOS,AL,6,7,4.19,25,24,0,0,0,137.1,126,66,64,19,50,1,150,5,1,1,582,3.97,1.282
fistedo01,2017,BOS,AL,5,9,4.88,18,15,1,0,0,90.1,87,55,49,9,38,3,83,3,1,2,392,3.98,1.384
mccarke01,2017,KCR,AL,1,0,3.2,33,0,0,0,0,45,50,23,16,4,13,0,27,0,0,1,196,3.98,1.4
darviyu01,2017,TEX,AL,6,9,4.01,22,22,0,0,0,137,115,63,61,20,45,0,148,5,1,9,564,3.99,1.168
zychto01,2017,SEA,AL,6,3,2.66,45,0,0,0,1,40.2,30,12,12,2,21,3,35,5,1,1,173,3.99,1.254
bushma01,2017,TEX,AL,3,4,3.78,57,0,0,0,10,52.1,57,30,22,7,19,0,58,4,0,2,240,4,1.452
diazda01,2017,HOU,AL,1,1,9,10,1,0,0,0,13,17,14,13,3,4,0,20,0,0,4,58,4,1.615
moylape01,2017,KCR,AL,0,0,3.49,79,0,0,0,0,59.1,40,26,23,4,25,3,46,5,0,1,243,4,1.096
schugaj01,2017,PIT,NL,4,0,1.97,32,0,0,0,0,32,31,8,7,3,14,2,27,0,0,2,136,4,1.406
barneto01,2017,TEX,AL,2,1,5.49,50,0,0,0,2,57.1,64,36,35,7,22,4,57,2,0,4,252,4.01,1.5
lorenmi01,2017,CIN,NL,8,4,4.45,70,0,0,0,2,83,78,43,41,9,34,5,80,4,1,12,361,4.01,1.349
mahlety01,2017,CIN,NL,1,2,2.7,4,4,0,0,0,20,19,6,6,0,11,1,14,4,0,1,92,4.01,1.5
pareded01,2017,LAA,AL,0,1,4.43,18,0,0,0,1,22.1,21,11,11,2,6,1,17,3,0,0,92,4.01,1.209
stratch01,2017,SFG,NL,4,4,3.68,13,10,0,0,1,58.2,59,25,24,5,28,0,51,1,0,2,256,4.01,1.483
diazed04,2017,SEA,AL,4,6,3.27,66,0,0,0,34,66,44,28,24,10,32,2,89,3,1,3,278,4.02,1.152
quintjo01,2017,CHW,AL,4,8,4.49,18,18,0,0,0,104.1,98,55,52,14,40,1,109,2,1,7,444,4.02,1.323
rosscza01,2017,COL,NL,0,0,5.14,9,0,0,0,0,7,9,4,4,2,0,0,10,0,0,0,30,4.02,1.286
kontoge01,2017,SFG,NL,0,5,3.83,50,0,0,0,0,51.2,52,24,22,8,17,2,55,0,0,2,223,4.03,1.335
willitr01,2017,PIT,NL,7,9,4.07,31,25,0,0,0,150.1,145,73,68,14,52,4,117,9,0,2,642,4.03,1.31
walketa01,2017,ARI,NL,9,9,3.49,28,28,0,0,0,157.1,148,76,61,17,61,7,146,9,1,7,684,4.04,1.328
pazosja01,2017,SEA,AL,4,5,3.86,59,0,0,0,0,53.2,51,30,23,7,24,0,65,5,1,4,240,4.05,1.398
drakeol01,2017,BAL,AL,0,0,8.1,3,0,0,0,0,3.1,6,3,3,0,3,0,3,0,0,1,18,4.06,2.7
belisma01,2017,MIN,AL,2,2,4.03,62,0,0,0,9,60.1,48,31,27,7,22,6,54,2,1,2,247,4.07,1.16
maedake01,2017,LAD,NL,13,6,4.22,29,25,0,0,1,134.1,121,68,63,22,34,1,140,5,0,4,557,4.07,1.154
montgjo01,2017,NYY,AL,9,7,3.88,29,29,0,0,0,155.1,140,72,67,21,51,0,144,1,1,7,649,4.07,1.23
montgmi01,2017,CHC,NL,7,8,3.38,44,14,0,0,3,130.2,103,52,49,10,55,4,100,8,0,7,540,4.07,1.209
verlaju01,2017,DET,AL,10,8,3.82,28,28,0,0,0,172,153,76,73,23,67,4,176,3,0,5,729,4.07,1.279
colege01,2017,PIT,NL,12,12,4.26,33,33,0,0,0,203,199,98,96,31,55,1,196,4,0,7,849,4.08,1.251
corbipa01,2017,ARI,NL,14,13,4.03,33,32,0,0,0,189.2,208,97,85,26,61,8,178,3,0,10,826,4.08,1.418
dysonsa01,2017,SFG,NL,3,4,4.03,38,0,0,0,14,38,36,18,17,2,18,4,27,3,1,1,169,4.08,1.421
rogerta01,2017,MIN,AL,7,3,3.07,69,0,0,0,0,55.2,52,20,19,6,21,5,49,3,0,1,237,4.09,1.311
lestejo01,2017,CHC,NL,13,8,4.33,32,32,1,0,0,180.2,179,101,87,26,60,3,180,4,0,3,763,4.1,1.323
manaese01,2017,OAK,AL,12,10,4.37,29,29,0,0,0,158.2,167,88,77,18,55,1,140,10,0,8,692,4.1,1.399
mcfartj01,2017,ARI,NL,4,5,5.33,43,1,0,0,0,54,65,42,32,4,17,6,29,2,0,2,241,4.1,1.519
fariaja01,2017,TBR,AL,5,4,3.43,16,14,0,0,0,86.2,71,35,33,11,31,0,84,5,0,6,357,4.12,1.177
rondohe01,2017,CHC,NL,4,1,4.24,61,0,0,0,0,57.1,50,30,27,10,20,0,69,1,0,3,237,4.12,1.221
tomlijo01,2017,CLE,AL,10,9,4.98,26,26,1,0,0,141,166,80,78,23,14,0,109,4,0,1,585,4.12,1.277
alberan01,2017,SEA,AL,5,1,3.51,9,6,0,0,1,41,43,22,16,6,10,0,37,2,0,1,178,4.13,1.293
brebbjo01,2017,STL,NL,0,0,2.44,50,0,0,0,0,51.2,37,15,14,8,11,3,51,5,0,2,209,4.13,0.929
liriafr01,2017,HOU,AL,0,2,4.4,20,0,0,0,0,14.1,14,9,7,0,10,1,11,2,0,1,64,4.13,1.674
roarkta01,2017,WSN,NL,13,11,4.67,32,30,0,0,0,181.1,178,105,94,23,64,5,166,6,1,3,776,4.13,1.335
smithjo07,2017,OAK,AL,2,1,4.89,26,0,0,0,0,35,35,20,19,3,15,1,25,0,0,1,151,4.13,1.429
grillja01,2017,TEX,AL,0,1,5.59,20,0,0,0,0,19.1,22,13,12,3,9,0,25,1,0,1,89,4.14,1.603
meyeral01,2017,LAA,AL,4,5,3.74,13,13,0,0,0,67.1,48,30,28,6,42,0,75,4,1,5,292,4.14,1.337
despaod01,2017,MIA,NL,2,3,4.01,18,8,0,0,1,58.1,57,31,26,3,24,1,31,3,0,1,254,4.15,1.389
garcija02,2017,ATL,NL,4,7,4.3,18,18,0,0,0,113,108,58,54,12,41,4,85,1,3,5,474,4.15,1.319
arrieja01,2017,CHC,NL,14,10,3.53,30,30,0,0,0,168.1,150,82,66,23,55,3,163,10,0,14,707,4.16,1.218
cobbal01,2017,TBR,AL,12,10,3.66,29,29,0,0,0,179.1,175,78,73,22,44,2,128,6,1,8,742,4.16,1.221
couloda01,2017,OAK,AL,2,2,3.48,72,0,0,0,0,51.2,46,22,20,4,22,1,39,4,0,5,219,4.16,1.316
peralwa01,2017,CIN,NL,3,4,3.76,69,0,0,0,0,64.2,53,28,27,8,24,1,57,1,0,4,263,4.16,1.191
ruizjo01,2017,SDP,NL,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,4,4.16,1
siegrke01,2017,PHI,NL,0,0,3.6,7,0,0,0,0,5,4,2,2,1,2,0,7,0,0,1,21,4.16,1.2
sparkgl01,2017,TOR,AL,0,0,63,2,0,0,0,0,1,9,7,7,0,1,0,1,0,0,0,12,4.16,10
tollias01,2017,HOU,AL,0,0,3.6,3,0,0,0,0,5,4,2,2,0,4,0,5,1,0,1,22,4.16,1.6
wilsoal01,2017,DET,AL,2,5,4.5,66,0,0,0,2,60,67,34,30,7,15,5,42,3,0,4,260,4.17,1.367
fieldjo03,2017,LAD,NL,5,0,2.84,57,0,0,0,2,57,40,19,18,10,15,1,60,1,1,1,223,4.18,0.965
ramirer02,2017,TBR,AL,4,3,4.8,26,8,0,0,1,69.1,66,39,37,10,16,1,55,1,0,1,282,4.18,1.183
newcose01,2017,ATL,NL,4,9,4.32,19,19,0,0,0,100,100,51,48,10,57,6,108,6,0,3,456,4.19,1.57
snellbl01,2017,TBR,AL,5,7,4.04,24,24,0,0,0,129.1,113,65,58,15,59,1,119,0,0,8,547,4.19,1.33
busenal01,2017,MIN,AL,1,1,1.99,28,0,0,0,0,31.2,22,9,7,4,9,0,23,0,0,2,121,4.2,0.979
kittran01,2017,TBR,AL,0,1,1.76,15,0,0,0,0,15.1,13,4,3,2,6,1,14,0,0,1,66,4.2,1.239
mitchbr01,2017,NYY,AL,1,1,5.79,20,1,0,0,1,32.2,42,24,21,2,13,1,17,1,0,2,153,4.2,1.684
davieza02,2017,MIL,NL,17,9,3.9,33,33,0,0,0,191.1,204,90,83,20,55,3,124,9,0,2,817,4.22,1.354
guduare01,2017,HOU,AL,0,0,7.88,22,0,0,0,0,16,24,14,14,1,12,0,16,0,0,3,83,4.22,2.25
johnsji04,2017,ATL,NL,6,3,5.56,61,0,0,0,22,56.2,59,39,35,8,25,3,61,1,0,3,256,4.22,1.482
morgaad01,2017,PHI,NL,3,3,4.12,37,0,0,0,0,54.2,51,25,25,10,18,2,63,0,0,1,229,4.22,1.262
garcija04,2017,MIA,NL,1,2,4.73,68,0,0,0,0,53.1,47,29,28,6,17,0,42,4,0,5,225,4.23,1.2
richacl01,2017,SDP,NL,8,15,4.79,32,32,2,1,0,197.1,240,114,105,24,59,6,151,8,1,7,858,4.23,1.515
wrighda04,2017,LAA,AL,0,1,4.58,5,2,0,0,0,19.2,21,12,10,1,8,0,11,2,0,1,85,4.23,1.475
farquda01,2017,TBR,AL,2,2,4.11,37,0,0,0,0,35,28,16,16,2,22,4,33,4,0,4,154,4.24,1.429
gavigsa01,2017,KCR,AL,1,0,3,4,2,0,0,0,12,13,4,4,1,5,0,9,1,0,0,54,4.24,1.5
jackslu01,2017,ATL,NL,2,0,4.62,43,0,0,0,0,50.2,55,26,26,4,19,4,33,4,0,4,224,4.24,1.461
kuhlch01,2017,PIT,NL,8,11,4.35,31,31,0,0,0,157.1,159,81,76,17,72,7,142,6,1,8,680,4.24,1.468
leakemi01,2017,STL,NL,7,12,4.21,26,26,0,0,0,154,169,83,72,19,35,3,103,7,0,2,654,4.24,1.325
romansa01,2017,CIN,NL,5,8,4.45,16,16,0,0,0,87,91,49,43,9,37,2,73,4,0,5,384,4.24,1.471
guerrja01,2017,MIA,NL,1,1,3,16,0,0,0,0,21,23,8,7,2,7,1,12,0,0,0,88,4.25,1.429
jeffrje01,2017,MIL,NL,4,0,3.65,22,1,0,0,0,24.2,24,10,10,2,15,2,22,0,0,3,112,4.25,1.581
mengdda01,2017,OAK,AL,3,2,3.14,7,7,1,1,0,43,36,16,15,6,9,0,29,0,0,2,169,4.25,1.047
chacijh01,2017,SDP,NL,13,10,3.89,32,32,0,0,0,180.1,157,82,78,19,72,5,153,14,1,7,765,4.26,1.27
biagijo01,2017,TOR,AL,3,13,5.34,44,18,0,0,1,119.2,125,78,71,15,42,0,97,2,0,6,517,4.27,1.396
pruitau01,2017,TBR,AL,7,5,5.31,30,8,0,0,1,83,103,55,49,11,22,2,66,5,0,4,371,4.27,1.506
gonzama02,2017,SEA,AL,1,1,5.4,10,7,0,0,0,36.2,53,22,22,5,11,0,30,1,0,2,169,4.28,1.745
hatchch02,2017,LAD,NL,0,1,4.66,26,0,0,0,0,36.2,37,20,19,7,12,0,43,0,1,2,158,4.28,1.336
leblawa01,2017,PIT,NL,5,2,4.5,50,0,0,0,1,68,64,35,34,10,17,1,54,1,0,2,283,4.28,1.191
hatchch02,2017,OAK,AL,1,1,3.52,23,0,0,0,1,23,21,9,9,3,9,2,20,0,0,0,99,4.29,1.304
wainwad01,2017,STL,NL,12,5,5.11,24,23,0,0,0,123.1,140,73,70,14,45,4,96,5,0,2,546,4.29,1.5
eickhje01,2017,PHI,NL,4,8,4.71,24,24,0,0,0,128,142,74,67,16,53,4,118,5,1,6,576,4.3,1.523
frierer01,2017,TEX,AL,0,1,5.14,6,0,0,0,0,7,6,4,4,0,6,2,5,0,0,0,31,4.3,1.714
herreke01,2017,KCR,AL,3,3,4.25,64,0,0,0,26,59.1,60,33,28,9,20,2,56,1,0,2,259,4.3,1.348
lawde01,2017,SFG,NL,4,1,5.06,41,0,0,0,4,37.1,45,21,21,5,14,2,35,2,0,5,168,4.31,1.58
ynoaga01,2017,BAL,AL,2,3,4.15,9,4,0,0,0,34.2,39,17,16,5,8,0,26,1,0,0,147,4.31,1.356
foltymi01,2017,ATL,NL,10,13,4.79,29,28,0,0,0,154,169,86,82,20,59,2,143,10,0,4,692,4.33,1.481
simmosh01,2017,SEA,AL,0,2,7.04,9,0,0,0,0,7.2,4,6,6,1,4,0,8,0,0,1,30,4.33,1.043
braulst01,2017,PIT,NL,1,0,4.67,11,4,0,0,1,34.2,41,21,18,3,14,1,23,2,0,0,162,4.34,1.587
graveke01,2017,OAK,AL,6,4,4.19,19,19,0,0,0,105.1,114,50,49,12,32,1,70,4,0,5,444,4.34,1.386
hudsoda01,2017,PIT,NL,2,7,4.38,71,0,0,0,0,61.2,57,34,30,7,33,1,66,5,0,4,271,4.34,1.459
tanakma01,2017,NYY,AL,13,12,4.74,30,30,1,1,0,178.1,180,100,94,35,41,1,194,7,0,7,752,4.34,1.239
lametdi01,2017,SDP,NL,7,8,4.57,21,21,0,0,0,114.1,88,63,58,18,54,2,139,6,0,9,485,4.35,1.242
volqued01,2017,MIA,NL,4,8,4.19,17,17,1,1,0,92.1,78,46,43,8,53,3,81,3,0,4,397,4.35,1.419
crockky01,2017,CLE,AL,0,0,10.8,4,0,0,0,0,1.2,4,2,2,0,1,0,2,1,0,0,11,4.36,3
danisty01,2017,CHW,AL,1,0,0,1,1,0,0,0,5,3,0,0,0,6,0,6,0,0,0,23,4.36,1.8
pressry01,2017,MIN,AL,2,3,4.7,57,0,0,0,0,61.1,52,34,32,10,19,5,61,3,0,5,252,4.36,1.158
scottta01,2017,BAL,AL,0,0,10.8,2,0,0,0,0,1.2,2,2,2,0,2,0,2,0,0,0,9,4.36,2.4
bleieri01,2017,BAL,AL,2,1,1.99,57,0,0,0,0,63.1,62,23,14,6,13,3,26,4,0,5,265,4.37,1.184
hammeja01,2017,KCR,AL,8,13,5.29,32,32,0,0,0,180.1,209,109,106,26,48,2,145,9,1,7,804,4.37,1.425
montera01,2017,NYM,NL,5,11,5.52,34,18,0,0,0,119,141,75,73,12,67,5,114,5,1,6,550,4.37,1.748
woodrbr01,2017,MIL,NL,2,3,4.81,8,8,0,0,0,43,43,23,23,5,14,1,32,3,0,0,184,4.37,1.326
bundydy01,2017,BAL,AL,13,9,4.24,28,28,1,1,0,169.2,152,82,80,26,51,0,152,7,0,0,698,4.38,1.196
middlke01,2017,LAA,AL,6,1,3.86,64,0,0,0,3,58.1,60,25,25,11,18,2,63,0,0,2,246,4.38,1.337
musgrjo01,2017,HOU,AL,7,8,4.77,38,15,0,0,2,109.1,117,59,58,18,28,1,98,4,0,4,462,4.38,1.326
stammcr01,2017,SDP,NL,2,3,3.14,60,0,0,0,0,80.1,68,29,28,12,28,3,74,2,0,2,329,4.38,1.195
blackpa01,2017,OAK,AL,3,1,3.22,10,10,0,0,0,58.2,58,22,21,5,16,0,22,1,0,1,238,4.39,1.261
norrida01,2017,DET,AL,5,8,5.31,22,18,0,0,0,101.2,120,64,60,12,44,3,86,3,0,1,460,4.39,1.613
marquge01,2017,COL,NL,11,7,4.39,29,29,0,0,0,162,174,82,79,25,49,3,147,8,0,6,701,4.4,1.377
perdolu02,2017,SDP,NL,8,11,4.67,29,29,0,0,0,163.2,182,97,85,17,65,3,118,8,2,11,716,4.4,1.509
rzepcma01,2017,SEA,AL,2,2,4.02,64,0,0,0,1,31.1,29,16,14,2,20,5,25,1,0,3,137,4.4,1.564
carlesh01,2017,COL,NL,0,0,6.75,3,0,0,0,0,4,6,3,3,1,0,0,4,0,0,1,19,4.41,1.5
garcija01,2017,OAK,AL,4,5,4.27,63,0,0,0,16,59,58,29,28,8,22,1,57,6,0,3,259,4.41,1.356
siegrke01,2017,STL,NL,1,1,4.98,39,0,0,0,1,34.1,35,19,19,4,20,2,36,1,0,2,151,4.41,1.602
blachty01,2017,SFG,NL,8,12,4.78,34,24,1,1,0,163.2,179,91,87,17,43,2,73,1,0,3,692,4.42,1.356
lewicar01,2017,DET,AL,0,1,6.1,4,1,0,0,0,10.1,19,8,7,1,4,0,6,0,0,0,52,4.42,2.226
salasfe01,2017,NYM,NL,1,2,6,48,0,0,0,0,45,60,35,30,7,20,6,47,0,0,4,214,4.42,1.778
baezpe01,2017,LAD,NL,3,6,2.95,66,0,0,0,0,64,56,24,21,9,29,2,64,2,1,1,280,4.44,1.328
melviti01,2017,SDP,NL,0,0,7.71,2,0,0,0,0,2.1,3,3,2,0,3,0,3,0,0,0,12,4.44,2.571
ohse01,2017,STL,NL,1,6,4.1,62,0,0,0,20,59.1,68,31,27,10,15,9,54,3,0,1,264,4.44,1.399
martefr01,2017,HOU,AL,5,2,5.8,32,4,0,0,0,54.1,51,40,35,7,31,3,69,8,0,8,249,4.45,1.509
novaiv01,2017,PIT,NL,11,14,4.14,31,31,2,1,0,187,203,96,86,29,36,2,131,7,0,8,785,4.46,1.278
santaer01,2017,MIN,AL,16,8,3.28,33,33,5,3,0,211.1,177,85,77,31,61,2,167,8,1,12,864,4.46,1.126
hurshja01,2017,ATL,NL,1,0,5.06,9,0,0,0,0,10.2,13,6,6,1,4,1,7,1,0,1,47,4.47,1.594
ramosaj01,2017,NYM,NL,0,0,4.74,21,0,0,0,7,19,19,10,10,3,12,0,25,0,0,3,87,4.47,1.632
triggan01,2017,OAK,AL,5,6,4.27,12,12,0,0,0,65.1,68,42,31,9,19,0,50,4,0,5,283,4.47,1.332
gausmke01,2017,BAL,AL,11,12,4.68,34,34,0,0,0,186.2,208,99,97,29,71,0,179,5,1,8,816,4.48,1.495
karnsna01,2017,KCR,AL,2,2,4.17,9,8,0,0,0,45.1,41,21,21,9,13,1,51,2,0,2,188,4.48,1.191
buchtry01,2017,KCR,AL,1,0,2.67,29,0,0,0,0,27,16,10,8,3,8,1,18,3,0,0,107,4.49,0.889
